used_segment_index,detected_segment_index,source,start_time_seconds,end_time_seconds,duration_seconds,point_count,amplitude_degrees,peak_angle,status,rmse,mae,peak_angle_difference,amplitude_difference,outside_standard_band_percent
1,4,local_minima,3.75,4.621,0.871,10,22.9,24.4,significant_deviation,18.798855,14.281945,-37.525685,-31.502606,77.227723
2,10,local_minima,8.25,9.525,1.275,13,24.92,25.31,significant_deviation,20.705524,17.402931,-36.510516,-29.868652,100.0
