total_repetitions,used_repetitions,excluded_repetitions,outlier_method,lower_bound_seconds,upper_bound_seconds,min_used_seconds,max_used_seconds,q1_seconds,median_seconds,q3_seconds,average_repetition_seconds,sd_repetition_seconds,average_repetitions_per_minute
60,60,0,IQR x 1.5,1.38,4.17,1.905,3.87,2.42625,2.72,3.12375,2.7602,0.481734,21.737555
