session_id,repetition_no,time_seconds,percent,angle
126,2,1.573314,57.0,129.813849
126,2,1.600916,58.0,129.2083
126,2,1.628518,59.0,128.602745
126,2,1.65612,60.0,127.99719
126,2,1.683722,61.0,127.391635
126,2,1.711324,62.0,125.74221
126,2,1.738926,63.0,123.995493
126,2,1.766528,64.0,122.245803
126,2,1.79413,65.0,120.4355
126,2,1.821732,66.0,118.625197
126,2,1.849334,67.0,116.814893
126,2,1.876936,68.0,115.004607
126,2,1.904538,69.0,112.48314
126,2,1.93214,70.0,108.874
126,2,1.959742,71.0,105.26486
126,2,1.987344,72.0,101.65572
126,2,2.014946,73.0,97.958214
126,2,2.042548,74.0,94.251607
126,2,2.07015,75.0,90.545
126,2,2.097752,76.0,86.838393
126,2,2.125354,77.0,82.415015
126,2,2.152956,78.0,75.906585
126,2,2.180558,79.0,69.398092
126,2,2.20816,80.0,64.208667
126,2,2.235762,81.0,61.481506
126,2,2.263364,82.0,58.754345
126,2,2.290966,83.0,56.02721
126,2,2.318568,84.0,53.30005
126,2,2.34617,85.0,50.47541
126,2,2.373772,86.0,46.909928
126,2,2.401374,87.0,43.344446
126,2,2.428976,88.0,42.06042
126,2,2.456578,89.0,41.529016
126,2,2.48418,90.0,40.997612
126,2,2.511782,91.0,40.466208
126,2,2.539384,92.0,39.934804
126,2,2.566986,93.0,39.74992
126,2,2.594588,94.0,39.83936
126,2,2.62219,95.0,39.9288
126,2,2.649792,96.0,39.9432
126,2,2.677394,97.0,39.9174
126,2,2.704996,98.0,39.8916
126,2,2.732598,99.0,39.8658
126,2,2.7602,100.0,39.84
126,3,0.0,0.0,39.84
126,3,0.027602,1.0,39.85872
126,3,0.055204,2.0,39.87744
126,3,0.082806,3.0,39.89616
126,3,0.110408,4.0,39.91488
126,3,0.13801,5.0,39.869
126,3,0.165612,6.0,39.803301
126,3,0.193214,7.0,39.99635
126,3,0.220816,8.0,40.400401
126,3,0.248418,9.0,41.279198
126,3,0.27602,10.0,42.158
126,3,0.303622,11.0,43.036802
126,3,0.331224,12.0,45.410794
126,3,0.358826,13.0,49.529206
126,3,0.386428,14.0,53.240835
126,3,0.41403,15.0,56.10686
126,3,0.441632,16.0,58.972884
126,3,0.469234,17.0,61.838889
126,3,0.496836,18.0,64.519037
126,3,0.524438,19.0,67.173217
126,3,0.55204,20.0,70.363
126,3,0.579642,21.0,74.583787
126,3,0.607244,22.0,78.804544
126,3,0.634846,23.0,83.025331
126,3,0.662448,24.0,87.601152
126,3,0.69005,25.0,92.206593
126,3,0.717652,26.0,96.307689
126,3,0.745254,27.0,99.387038
126,3,0.772856,28.0,102.466408
126,3,0.800458,29.0,105.545756
126,3,0.82806,30.0,111.253443
126,3,0.855662,31.0,116.395242
126,3,0.883264,32.0,118.645762
126,3,0.910866,33.0,120.896297
126,3,0.938468,34.0,123.146817
126,3,0.96607,35.0,125.571333
126,3,0.993672,36.0,128.03614
126,3,1.021274,37.0,130.178321
126,3,1.048876,38.0,131.341555
126,3,1.076478,39.0,132.504782
126,3,1.10408,40.0,133.668017
126,3,1.131682,41.0,134.092596
126,3,1.159284,42.0,134.333168
126,3,1.186886,43.0,134.364299
126,3,1.214488,44.0,133.814402
126,3,1.24209,45.0,133.2645
126,3,1.269692,46.0,132.714598
126,3,1.297294,47.0,130.648701
126,3,1.324896,48.0,128.307155
126,3,1.352498,49.0,125.947259
126,3,1.3801,50.0,123.578739
126,3,1.407702,51.0,121.21022
126,3,1.435304,52.0,117.729369
126,3,1.462906,53.0,111.533031
126,3,1.490508,54.0,105.485415
126,3,1.51811,55.0,100.2555
126,3,1.545712,56.0,95.025585
126,3,1.573314,57.0,89.795707
126,3,1.600916,58.0,82.997723
126,3,1.628518,59.0,75.634554
126,3,1.65612,60.0,68.7225
126,3,1.683722,61.0,63.998612
126,3,1.711324,62.0,59.274757
126,3,1.738926,63.0,54.550868
126,3,1.766528,64.0,49.483374
126,3,1.79413,65.0,44.3026
126,3,1.821732,66.0,41.789998
126,3,1.849334,67.0,40.945001
126,3,1.876936,68.0,40.099999
126,3,1.904538,69.0,39.255002
126,3,1.93214,70.0,39.1995
126,3,1.959742,71.0,39.371575
126,3,1.987344,72.0,39.3979
126,3,2.014946,73.0,39.424225
126,3,2.042548,74.0,39.45055
126,3,2.07015,75.0,39.3525
126,3,2.097752,76.0,39.1848
126,3,2.125354,77.0,39.03405
126,3,2.152956,78.0,39.0867
126,3,2.180558,79.0,39.13935
126,3,2.20816,80.0,39.192
126,3,2.235762,81.0,38.701798
126,3,2.263364,82.0,37.929601
126,3,2.290966,83.0,37.211575
126,3,2.318568,84.0,37.015601
126,3,2.34617,85.0,36.819625
126,3,2.373772,86.0,36.623649
126,3,2.401374,87.0,35.339453
126,3,2.428976,88.0,33.531797
126,3,2.456578,89.0,33.131001
126,3,2.48418,90.0,32.78
126,3,2.511782,91.0,32.428999
126,3,2.539384,92.0,32.028721
126,3,2.566986,93.0,31.265879
126,3,2.594588,94.0,30.503042
126,3,2.62219,95.0,30.153625
126,3,2.649792,96.0,29.811399
126,3,2.677394,97.0,29.469175
126,3,2.704996,98.0,29.080199
126,3,2.732598,99.0,28.655101
126,3,2.7602,100.0,28.23
127,1,0.0,0.0,14.04
127,1,0.027602,1.0,14.07285
127,1,0.055204,2.0,14.095778
127,1,0.082806,3.0,14.071444
127,1,0.110408,4.0,14.047111
127,1,0.13801,5.0,14.022778
127,1,0.165612,6.0,14.009984
127,1,0.193214,7.0,14.166156
127,1,0.220816,8.0,14.290764
127,1,0.248418,9.0,14.294455
127,1,0.27602,10.0,14.298146
127,1,0.303622,11.0,14.317713
127,1,0.331224,12.0,14.3533
127,1,0.358826,13.0,14.388888
127,1,0.386428,14.0,14.424475
127,1,0.41403,15.0,14.5447
127,1,0.441632,16.0,14.68048
127,1,0.469234,17.0,14.882987
127,1,0.496836,18.0,15.137575
127,1,0.524438,19.0,15.392162
127,1,0.55204,20.0,15.64675
127,1,0.579642,21.0,16.255062
127,1,0.607244,22.0,16.898919
127,1,0.634846,23.0,17.782189
127,1,0.662448,24.0,18.808747
127,1,0.69005,25.0,19.835313
127,1,0.717652,26.0,20.861878
127,1,0.745254,27.0,22.773766
127,1,0.772856,28.0,25.623734
127,1,0.800458,29.0,28.269632
127,1,0.82806,30.0,30.243375
127,1,0.855662,31.0,32.217118
127,1,0.883264,32.0,34.190847
127,1,0.910866,33.0,38.192891
127,1,0.938468,34.0,43.664217
127,1,0.96607,35.0,49.135583
127,1,0.993672,36.0,52.105307
127,1,1.021274,37.0,54.599159
127,1,1.048876,38.0,57.093029
127,1,1.076478,39.0,60.464668
127,1,1.10408,40.0,67.647297
127,1,1.131682,41.0,74.829927
127,1,1.159284,42.0,77.66212
127,1,1.186886,43.0,80.189677
127,1,1.214488,44.0,82.717216
127,1,1.24209,45.0,85.5615
127,1,1.269692,46.0,89.350211
127,1,1.297294,47.0,93.138894
127,1,1.324896,48.0,94.979853
127,1,1.352498,49.0,96.756482
127,1,1.3801,50.0,98.533125
127,1,1.407702,51.0,100.269805
127,1,1.435304,52.0,101.919598
127,1,1.462906,53.0,103.569402
127,1,1.490508,54.0,104.758898
127,1,1.51811,55.0,105.608657
127,1,1.545712,56.0,106.458416
127,1,1.573314,57.0,107.308168
127,1,1.600916,58.0,107.716757
127,1,1.628518,59.0,108.071891
127,1,1.65612,60.0,107.8465
127,1,1.683722,61.0,107.293523
127,1,1.711324,62.0,106.740551
127,1,1.738926,63.0,106.187574
127,1,1.766528,64.0,105.281443
127,1,1.79413,65.0,104.3704
127,1,1.821732,66.0,102.663944
127,1,1.849334,67.0,100.621778
127,1,1.876936,68.0,98.579597
127,1,1.904538,69.0,96.51381
127,1,1.93214,70.0,94.001319
127,1,1.959742,71.0,91.488828
127,1,1.987344,72.0,88.981886
127,1,2.014946,73.0,86.489143
127,1,2.042548,74.0,83.996419
127,1,2.07015,75.0,81.503676
127,1,2.097752,76.0,78.041188
127,1,2.125354,77.0,74.073656
127,1,2.152956,78.0,70.106094
127,1,2.180558,79.0,66.154474
127,1,2.20816,80.0,62.20425
127,1,2.235762,81.0,58.254026
127,1,2.263364,82.0,53.58565
127,1,2.290966,83.0,46.92365
127,1,2.318568,84.0,40.2617
127,1,2.34617,85.0,37.401438
127,1,2.373772,86.0,34.611917
127,1,2.401374,87.0,31.822417
127,1,2.428976,88.0,28.884395
127,1,2.456578,89.0,25.64321
127,1,2.48418,90.0,22.496636
127,1,2.511782,91.0,21.327969
127,1,2.539384,92.0,20.159311
127,1,2.566986,93.0,18.990644
127,1,2.594588,94.0,17.821985
127,1,2.62219,95.0,16.694667
127,1,2.649792,96.0,17.337069
127,1,2.677394,97.0,17.570725
127,1,2.704996,98.0,17.58715
127,1,2.732598,99.0,17.603575
127,1,2.7602,100.0,17.62
127,2,0.0,0.0,17.62
127,2,0.027602,1.0,17.73628
127,2,0.055204,2.0,17.85256
127,2,0.082806,3.0,17.96884
127,2,0.110408,4.0,18.1526
127,2,0.13801,5.0,18.361062
127,2,0.165612,6.0,18.569525
127,2,0.193214,7.0,18.777987
127,2,0.220816,8.0,18.986451
127,2,0.248418,9.0,19.966892
127,2,0.27602,10.0,21.709276
127,2,0.303622,11.0,23.451661
127,2,0.331224,12.0,25.160598
127,2,0.358826,13.0,26.72854
127,2,0.386428,14.0,28.296466
127,2,0.41403,15.0,29.864391
127,2,0.441632,16.0,31.432316
127,2,0.469234,17.0,33.008688
127,2,0.496836,18.0,35.869812
127,2,0.524438,19.0,38.730906
127,2,0.55204,20.0,41.592
127,2,0.579642,21.0,44.394758
127,2,0.607244,22.0,46.569266
127,2,0.634846,23.0,48.743797
127,2,0.662448,24.0,50.918305
127,2,0.69005,25.0,53.092813
127,2,0.717652,26.0,55.26732
127,2,0.745254,27.0,57.333208
127,2,0.772856,28.0,59.380875
127,2,0.800458,29.0,61.428521
127,2,0.82806,30.0,63.476167
127,2,0.855662,31.0,65.788958
127,2,0.883264,32.0,68.12029
127,2,0.910866,33.0,70.451647
127,2,0.938468,34.0,72.78298
127,2,0.96607,35.0,75.114312
127,2,0.993672,36.0,77.515035
127,2,1.021274,37.0,79.94467
127,2,1.048876,38.0,82.37433
127,2,1.076478,39.0,84.536466
127,2,1.10408,40.0,86.35525
127,2,1.131682,41.0,88.174034
127,2,1.159284,42.0,89.992817
127,2,1.186886,43.0,91.81162
127,2,1.214488,44.0,93.667924
127,2,1.24209,45.0,95.6661
127,2,1.269692,46.0,97.664276
127,2,1.297294,47.0,99.662451
127,2,1.324896,48.0,100.392003
127,2,1.352498,49.0,101.042251
127,2,1.3801,50.0,101.6925
127,2,1.407702,51.0,102.342749
127,2,1.435304,52.0,102.992997
127,2,1.462906,53.0,103.385285
127,2,1.490508,54.0,103.673434
127,2,1.51811,55.0,103.961583
127,2,1.545712,56.0,104.249733
127,2,1.573314,57.0,104.093714
127,2,1.600916,58.0,103.820224
127,2,1.628518,59.0,103.546737
127,2,1.65612,60.0,103.27325
127,2,1.683722,61.0,102.999763
127,2,1.711324,62.0,102.288038
127,2,1.738926,63.0,101.234879
127,2,1.766528,64.0,100.181731
127,2,1.79413,65.0,99.128583
127,2,1.821732,66.0,97.746203
127,2,1.849334,67.0,96.17905
127,2,1.876936,68.0,94.611879
127,2,1.904538,69.0,93.044725
127,2,1.93214,70.0,91.3518
127,2,1.959742,71.0,87.860347
127,2,1.987344,72.0,84.368895
127,2,2.014946,73.0,80.877405
127,2,2.042548,74.0,77.588168
127,2,2.07015,75.0,74.350313
127,2,2.097752,76.0,71.112457
127,2,2.125354,77.0,67.874601
127,2,2.152956,78.0,64.636711
127,2,2.180558,79.0,61.243602
127,2,2.20816,80.0,57.732715
127,2,2.235762,81.0,54.221829
127,2,2.263364,82.0,50.710942
127,2,2.290966,83.0,47.200018
127,2,2.318568,84.0,43.689132
127,2,2.34617,85.0,40.178245
127,2,2.373772,86.0,36.864721
127,2,2.401374,87.0,33.553371
127,2,2.428976,88.0,30.241986
127,2,2.456578,89.0,26.930636
127,2,2.48418,90.0,23.710667
127,2,2.511782,91.0,20.620073
127,2,2.539384,92.0,18.880443
127,2,2.566986,93.0,18.771083
127,2,2.594588,94.0,18.661725
127,2,2.62219,95.0,18.552366
127,2,2.649792,96.0,18.443007
127,2,2.677394,97.0,18.333648
127,2,2.704996,98.0,18.224288
127,2,2.732598,99.0,18.489501
127,2,2.7602,100.0,18.77
127,3,0.0,0.0,18.77
127,3,0.027602,1.0,18.908613
127,3,0.055204,2.0,19.047227
127,3,0.082806,3.0,19.18584
127,3,0.110408,4.0,19.495851
127,3,0.13801,5.0,19.886001
127,3,0.165612,6.0,20.067613
127,3,0.193214,7.0,20.098
127,3,0.220816,8.0,20.128387
127,3,0.248418,9.0,20.270639
127,3,0.27602,10.0,20.68849
127,3,0.303622,11.0,21.106338
127,3,0.331224,12.0,22.098568
127,3,0.358826,13.0,23.234599
127,3,0.386428,14.0,24.370623
127,3,0.41403,15.0,27.061725
127,3,0.441632,16.0,31.429491
127,3,0.469234,17.0,35.221591
127,3,0.496836,18.0,38.072197
127,3,0.524438,19.0,40.922823
127,3,0.55204,20.0,43.861616
127,3,0.579642,21.0,48.161743
127,3,0.607244,22.0,52.448275
127,3,0.634846,23.0,55.80512
127,3,0.662448,24.0,59.161988
127,3,0.69005,25.0,62.518833
127,3,0.717652,26.0,66.984112
127,3,0.745254,27.0,71.934036
127,3,0.772856,28.0,76.462762
127,3,0.800458,29.0,79.376648
127,3,0.82806,30.0,82.290554
127,3,0.855662,31.0,85.20444
127,3,0.883264,32.0,88.696126
127,3,0.910866,33.0,92.26046
127,3,0.938468,34.0,95.231856
127,3,0.96607,35.0,97.200913
127,3,0.993672,36.0,99.169957
127,3,1.021274,37.0,101.141569
127,3,1.048876,38.0,103.142431
127,3,1.076478,39.0,105.13318
127,3,1.10408,40.0,105.612299
127,3,1.131682,41.0,106.091421
127,3,1.159284,42.0,106.57054
127,3,1.186886,43.0,106.746539
127,3,1.214488,44.0,106.785109
127,3,1.24209,45.0,106.392695
127,3,1.269692,46.0,105.729261
127,3,1.297294,47.0,105.065831
127,3,1.324896,48.0,103.998129
127,3,1.352498,49.0,101.824501
127,3,1.3801,50.0,99.650889
127,3,1.407702,51.0,96.932326
127,3,1.435304,52.0,94.058929
127,3,1.462906,53.0,91.185551
127,3,1.490508,54.0,88.312172
127,3,1.51811,55.0,82.342568
127,3,1.545712,56.0,75.827768
127,3,1.573314,57.0,70.818917
127,3,1.600916,58.0,65.8101
127,3,1.628518,59.0,60.801282
127,3,1.65612,60.0,51.168068
127,3,1.683722,61.0,39.507969
127,3,1.711324,62.0,34.6535
127,3,1.738926,63.0,29.799
127,3,1.766528,64.0,24.944531
127,3,1.79413,65.0,21.30891
127,3,1.821732,66.0,18.189599
127,3,1.849334,67.0,15.640576
127,3,1.876936,68.0,15.589864
127,3,1.904538,69.0,15.539151
127,3,1.93214,70.0,15.488439
127,3,1.959742,71.0,15.437727
127,3,1.987344,72.0,15.123443
127,3,2.014946,73.0,14.888282
127,3,2.042548,74.0,15.015906
127,3,2.07015,75.0,15.143529
127,3,2.097752,76.0,15.240689
127,3,2.125354,77.0,15.019711
127,3,2.152956,78.0,14.798733
127,3,2.180558,79.0,14.625501
127,3,2.20816,80.0,14.484305
127,3,2.235762,81.0,14.343109
127,3,2.263364,82.0,14.19617
127,3,2.290966,83.0,14.046709
127,3,2.318568,84.0,13.95447
127,3,2.34617,85.0,13.897217
127,3,2.373772,86.0,13.839963
127,3,2.401374,87.0,13.764814
127,3,2.428976,88.0,13.648298
127,3,2.456578,89.0,13.531782
127,3,2.48418,90.0,13.46345
127,3,2.511782,91.0,13.406197
127,3,2.539384,92.0,13.348943
127,3,2.566986,93.0,13.243713
127,3,2.594588,94.0,13.089429
127,3,2.62219,95.0,12.955667
127,3,2.649792,96.0,12.8502
127,3,2.677394,97.0,12.744733
127,3,2.704996,98.0,12.6408
127,3,2.732598,99.0,12.5504
127,3,2.7602,100.0,12.46
128,1,0.0,0.0,16.03
128,1,0.027602,1.0,16.0615
128,1,0.055204,2.0,16.0696
128,1,0.082806,3.0,16.0444
128,1,0.110408,4.0,16.0192
128,1,0.13801,5.0,15.994
128,1,0.165612,6.0,15.9688
128,1,0.193214,7.0,16.0584
128,1,0.220816,8.0,16.2096
128,1,0.248418,9.0,16.362662
128,1,0.27602,10.0,16.866194
128,1,0.303622,11.0,17.369726
128,1,0.331224,12.0,17.873253
128,1,0.358826,13.0,18.376784
128,1,0.386428,14.0,19.080303
128,1,0.41403,15.0,20.301538
128,1,0.441632,16.0,21.522773
128,1,0.469234,17.0,22.738973
128,1,0.496836,18.0,23.887152
128,1,0.524438,19.0,25.035321
128,1,0.55204,20.0,26.1835
128,1,0.579642,21.0,27.331679
128,1,0.607244,22.0,28.126558
128,1,0.634846,23.0,28.852128
128,1,0.662448,24.0,29.950511
128,1,0.69005,25.0,31.169982
128,1,0.717652,26.0,32.389453
128,1,0.745254,27.0,33.608913
128,1,0.772856,28.0,34.828384
128,1,0.800458,29.0,37.015792
128,1,0.82806,30.0,39.246
128,1,0.855662,31.0,41.700575
128,1,0.883264,32.0,44.197462
128,1,0.910866,33.0,46.694371
128,1,0.938468,34.0,49.191258
128,1,0.96607,35.0,51.765473
128,1,0.993672,36.0,55.236444
128,1,1.021274,37.0,58.707386
128,1,1.048876,38.0,61.95882
128,1,1.076478,39.0,64.961804
128,1,1.10408,40.0,67.964815
128,1,1.131682,41.0,70.967825
128,1,1.159284,42.0,73.97081
128,1,1.186886,43.0,76.681238
128,1,1.214488,44.0,79.270524
128,1,1.24209,45.0,81.859833
128,1,1.269692,46.0,83.923156
128,1,1.297294,47.0,85.524922
128,1,1.324896,48.0,87.126703
128,1,1.352498,49.0,88.728469
128,1,1.3801,50.0,90.478261
128,1,1.407702,51.0,92.573703
128,1,1.435304,52.0,94.118976
128,1,1.462906,53.0,95.40208
128,1,1.490508,54.0,96.685173
128,1,1.51811,55.0,97.968278
128,1,1.545712,56.0,99.251382
128,1,1.573314,57.0,99.989719
128,1,1.600916,58.0,100.677681
128,1,1.628518,59.0,101.120057
128,1,1.65612,60.0,100.89791
128,1,1.683722,61.0,100.675764
128,1,1.711324,62.0,100.45362
128,1,1.738926,63.0,100.231473
128,1,1.766528,64.0,99.298405
128,1,1.79413,65.0,97.7675
128,1,1.821732,66.0,96.236595
128,1,1.849334,67.0,94.63681
128,1,1.876936,68.0,92.919004
128,1,1.904538,69.0,91.201213
128,1,1.93214,70.0,89.483407
128,1,1.959742,71.0,87.765601
128,1,1.987344,72.0,82.989754
128,1,2.014946,73.0,77.993676
128,1,2.042548,74.0,74.669011
128,1,2.07015,75.0,71.344318
128,1,2.097752,76.0,68.019625
128,1,2.125354,77.0,64.69496
128,1,2.152956,78.0,61.370267
128,1,2.180558,79.0,55.450624
128,1,2.20816,80.0,48.7538
128,1,2.235762,81.0,45.198698
128,1,2.263364,82.0,41.643626
128,1,2.290966,83.0,38.088524
128,1,2.318568,84.0,34.533452
128,1,2.34617,85.0,30.97835
128,1,2.373772,86.0,27.675039
128,1,2.401374,87.0,24.428981
128,1,2.428976,88.0,22.496664
128,1,2.456578,89.0,21.131671
128,1,2.48418,90.0,19.766667
128,1,2.511782,91.0,18.401662
128,1,2.539384,92.0,17.036669
128,1,2.566986,93.0,16.82905
128,1,2.594588,94.0,16.6999
128,1,2.62219,95.0,16.57075
128,1,2.649792,96.0,16.5752
128,1,2.677394,97.0,16.6214
128,1,2.704996,98.0,16.6676
128,1,2.732598,99.0,16.7138
128,1,2.7602,100.0,16.76
128,2,0.0,0.0,16.76
128,2,0.027602,1.0,17.122726
128,2,0.055204,2.0,17.485453
128,2,0.082806,3.0,17.689683
128,2,0.110408,4.0,17.852909
128,2,0.13801,5.0,18.016136
128,2,0.165612,6.0,18.179363
128,2,0.193214,7.0,18.34259
128,2,0.220816,8.0,18.505819
128,2,0.248418,9.0,19.066042
128,2,0.27602,10.0,19.7736
128,2,0.303622,11.0,20.481158
128,2,0.331224,12.0,21.188717
128,2,0.358826,13.0,22.955809
128,2,0.386428,14.0,24.755738
128,2,0.41403,15.0,26.555667
128,2,0.441632,16.0,28.355596
128,2,0.469234,17.0,30.155525
128,2,0.496836,18.0,31.955475
128,2,0.524438,19.0,33.898445
128,2,0.55204,20.0,36.402973
128,2,0.579642,21.0,38.907501
128,2,0.607244,22.0,41.412028
128,2,0.634846,23.0,44.323872
128,2,0.662448,24.0,47.653297
128,2,0.69005,25.0,50.982722
128,2,0.717652,26.0,54.312147
128,2,0.745254,27.0,57.641573
128,2,0.772856,28.0,60.971039
128,2,0.800458,29.0,64.300464
128,2,0.82806,30.0,68.816087
128,2,0.855662,31.0,73.777553
128,2,0.883264,32.0,77.601367
128,2,0.910866,33.0,79.860911
128,2,0.938468,34.0,82.120428
128,2,0.96607,35.0,84.379944
128,2,0.993672,36.0,86.639461
128,2,1.021274,37.0,88.898978
128,2,1.048876,38.0,91.158522
128,2,1.076478,39.0,92.714303
128,2,1.10408,40.0,93.898
128,2,1.131682,41.0,95.081697
128,2,1.159284,42.0,96.265394
128,2,1.186886,43.0,97.437494
128,2,1.214488,44.0,98.539914
128,2,1.24209,45.0,99.642333
128,2,1.269692,46.0,100.744753
128,2,1.297294,47.0,101.847172
128,2,1.324896,48.0,102.949605
128,2,1.352498,49.0,104.052025
128,2,1.3801,50.0,104.715847
128,2,1.407702,51.0,104.651602
128,2,1.435304,52.0,104.587356
128,2,1.462906,53.0,104.217838
128,2,1.490508,54.0,103.424241
128,2,1.51811,55.0,102.630643
128,2,1.545712,56.0,101.837046
128,2,1.573314,57.0,101.043449
128,2,1.600916,58.0,100.249842
128,2,1.628518,59.0,99.456244
128,2,1.65612,60.0,97.925333
128,2,1.683722,61.0,95.905955
128,2,1.711324,62.0,93.886577
128,2,1.738926,63.0,91.867173
128,2,1.766528,64.0,89.829445
128,2,1.79413,65.0,87.606688
128,2,1.821732,66.0,85.38393
128,2,1.849334,67.0,83.161173
128,2,1.876936,68.0,80.938389
128,2,1.904538,69.0,78.715632
128,2,1.93214,70.0,76.171
128,2,1.959742,71.0,69.667316
128,2,1.987344,72.0,63.163632
128,2,2.014946,73.0,59.193528
128,2,2.042548,74.0,55.781347
128,2,2.07015,75.0,52.369167
128,2,2.097752,76.0,48.956986
128,2,2.125354,77.0,45.544806
128,2,2.152956,78.0,42.132583
128,2,2.180558,79.0,38.759853
128,2,2.20816,80.0,36.0972
128,2,2.235762,81.0,33.434547
128,2,2.263364,82.0,30.771893
128,2,2.290966,83.0,28.365225
128,2,2.318568,84.0,26.57564
128,2,2.34617,85.0,24.786056
128,2,2.373772,86.0,22.996471
128,2,2.401374,87.0,21.206887
128,2,2.428976,88.0,19.41728
128,2,2.456578,89.0,17.627696
128,2,2.48418,90.0,16.938667
128,2,2.511782,91.0,17.240133
128,2,2.539384,92.0,17.541599
128,2,2.566986,93.0,17.843068
128,2,2.594588,94.0,18.141
128,2,2.62219,95.0,18.2075
128,2,2.649792,96.0,18.274
128,2,2.677394,97.0,18.3405
128,2,2.704996,98.0,18.407
128,2,2.732598,99.0,18.4735
128,2,2.7602,100.0,18.54
128,3,0.0,0.0,18.54
128,3,0.027602,1.0,18.670667
128,3,0.055204,2.0,18.907273
128,3,0.082806,3.0,19.174545
128,3,0.110408,4.0,19.441818
128,3,0.13801,5.0,19.709091
128,3,0.165612,6.0,20.684
128,3,0.193214,7.0,23.428833
128,3,0.220816,8.0,26.186444
128,3,0.248418,9.0,28.944056
128,3,0.27602,10.0,31.701667
128,3,0.303622,11.0,35.0677
128,3,0.331224,12.0,39.3944
128,3,0.358826,13.0,43.663111
128,3,0.386428,14.0,47.822667
128,3,0.41403,15.0,51.982222
128,3,0.441632,16.0,56.141778
128,3,0.469234,17.0,61.735
128,3,0.496836,18.0,68.023333
128,3,0.524438,19.0,73.553813
128,3,0.55204,20.0,76.46625
128,3,0.579642,21.0,79.378687
128,3,0.607244,22.0,82.291125
128,3,0.634846,23.0,86.726167
128,3,0.662448,24.0,89.47025
128,3,0.69005,25.0,91.580313
128,3,0.717652,26.0,93.690375
128,3,0.745254,27.0,95.6495
128,3,0.772856,28.0,97.438
128,3,0.800458,29.0,99.205167
128,3,0.82806,30.0,99.948333
128,3,0.855662,31.0,100.6915
128,3,0.883264,32.0,101.434667
128,3,0.910866,33.0,101.517667
128,3,0.938468,34.0,100.358
128,3,0.96607,35.0,99.198333
128,3,0.993672,36.0,97.0945
128,3,1.021274,37.0,94.883375
128,3,1.048876,38.0,92.67225
128,3,1.076478,39.0,87.773167
128,3,1.10408,40.0,82.037273
128,3,1.131682,41.0,77.351091
128,3,1.159284,42.0,72.664909
128,3,1.186886,43.0,67.978727
128,3,1.214488,44.0,63.292545
128,3,1.24209,45.0,52.8675
128,3,1.269692,46.0,45.506111
128,3,1.297294,47.0,39.721389
128,3,1.324896,48.0,33.936667
128,3,1.352498,49.0,28.1972
128,3,1.3801,50.0,24.63
128,3,1.407702,51.0,21.0628
128,3,1.435304,52.0,19.534
128,3,1.462906,53.0,18.047667
128,3,1.490508,54.0,16.561333
128,3,1.51811,55.0,15.44125
128,3,1.545712,56.0,15.151333
128,3,1.573314,57.0,14.861417
128,3,1.600916,58.0,14.780625
128,3,1.628518,59.0,14.734687
128,3,1.65612,60.0,14.68875
128,3,1.683722,61.0,14.341333
128,3,1.711324,62.0,13.9738
128,3,1.738926,63.0,13.9297
128,3,1.766528,64.0,13.8856
128,3,1.79413,65.0,13.8415
128,3,1.821732,66.0,13.77675
128,3,1.849334,67.0,13.660375
128,3,1.876936,68.0,13.6024
128,3,1.904538,69.0,13.57545
128,3,1.93214,70.0,13.5485
128,3,1.959742,71.0,13.52155
128,3,1.987344,72.0,13.353919
128,3,2.014946,73.0,13.080777
128,3,2.042548,74.0,12.917292
128,3,2.07015,75.0,12.840729
128,3,2.097752,76.0,12.764167
128,3,2.125354,77.0,12.652667
128,3,2.152956,78.0,12.46488
128,3,2.180558,79.0,12.389608
128,3,2.20816,80.0,12.314337
128,3,2.235762,81.0,12.239066
128,3,2.263364,82.0,12.163795
128,3,2.290966,83.0,12.092875
128,3,2.318568,84.0,12.0255
128,3,2.34617,85.0,11.972188
128,3,2.373772,86.0,11.920125
128,3,2.401374,87.0,11.868062
128,3,2.428976,88.0,11.827143
128,3,2.456578,89.0,11.792143
128,3,2.48418,90.0,11.757143
128,3,2.511782,91.0,11.738857
128,3,2.539384,92.0,11.724857
128,3,2.566986,93.0,11.710857
128,3,2.594588,94.0,11.6088
128,3,2.62219,95.0,11.501
128,3,2.649792,96.0,11.529111
128,3,2.677394,97.0,11.572667
128,3,2.704996,98.0,11.616222
128,3,2.732598,99.0,11.618833
128,3,2.7602,100.0,11.48
129,1,0.0,0.0,11.99
129,1,0.027602,1.0,11.977729
129,1,0.055204,2.0,11.965458
129,1,0.082806,3.0,11.953187
129,1,0.110408,4.0,11.9792
129,1,0.13801,5.0,12.018643
129,1,0.165612,6.0,12.058086
129,1,0.193214,7.0,12.093293
129,1,0.220816,8.0,12.123203
129,1,0.248418,9.0,12.153114
129,1,0.27602,10.0,12.183025
129,1,0.303622,11.0,12.222297
129,1,0.331224,12.0,12.347587
129,1,0.358826,13.0,12.472875
129,1,0.386428,14.0,12.598165
129,1,0.41403,15.0,12.723453
129,1,0.441632,16.0,13.687494
129,1,0.469234,17.0,14.877029
129,1,0.496836,18.0,16.066554
129,1,0.524438,19.0,17.25609
129,1,0.55204,20.0,19.245728
129,1,0.579642,21.0,22.246026
129,1,0.607244,22.0,25.178844
129,1,0.634846,23.0,27.928142
129,1,0.662448,24.0,30.677415
129,1,0.69005,25.0,33.426712
129,1,0.717652,26.0,36.176009
129,1,0.745254,27.0,38.925283
